indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU)
3541,8/12/2019,Pacifico,1183.14,1082.97,37.08,44.47,42.17,92.4
3542,8/12/2019,Zona Sur,516.35,449.14,67.16,55.51,96.14,133.22
3543,8/12/2019,Caribe,496.9,437.17,0.00,0.00,90.02,81.31
3544,8/12/2019,Huetar Norte,30.23,35.52,0.00,0.00,30.44,21.23
3545,8/13/2019,Central y Norte,679.25,649.15,26.88,30.19,341.97,353.77
3546,8/13/2019,Pacifico,1180.06,1091.41,37.08,44.29,42.17,103.44
3547,8/13/2019,Zona Sur,511.02,435.43,67.16,55.5,96.14,130.81
3548,8/13/2019,Caribe,495.65,429.1,0.00,0.00,90.02,75.41
3549,8/13/2019,Huetar Norte,30.23,34.65,0.00,0.00,30.44,21.31
3550,8/14/2019,Central y Norte,684.14,623.24,26.88,29.5,341.97,352.37
3551,8/14/2019,Pacifico,1185.93,1058.94,37.08,44.28,42.17,104.82
3552,8/14/2019,Zona Sur,519.52,437.83,67.16,57.28,96.14,132.33
3553,8/14/2019,Caribe,495.65,409.09,0.00,0.00,90.02,80.16
3554,8/14/2019,Huetar Norte,30.23,35.09,0.00,0.00,30.44,20.84
3555,8/15/2019,Central y Norte,696.09,542.09,26.88,30.28,341.97,355.57
3556,8/15/2019,Pacifico,1174.72,929.15,37.08,43.75,42.17,99.76
3557,8/15/2019,Zona Sur,523.93,402.56,67.16,61.36,96.14,119.9
3558,8/15/2019,Caribe,496,360.93,0.00,0.00,90.02,84.87
3559,8/15/2019,Huetar Norte,30.23,30.14,0.00,0.00,30.44,23.52
3560,8/16/2019,Central y Norte,684.49,545.76,26.88,30.47,341.97,363.83
3561,8/16/2019,Pacifico,1153.12,955.59,37.08,44.27,42.17,104.92
3562,8/16/2019,Zona Sur,528.43,453.16,67.16,59.85,96.14,124.29
3563,8/16/2019,Caribe,492.04,389.61,0.00,0.00,90.02,87.26
3564,8/16/2019,Huetar Norte,30.23,27.33,0.00,0.00,30.44,23.19
3565,8/17/2019,Central y Norte,684.49,491.18,26.88,30.67,341.97,352.24
3566,8/17/2019,Pacifico,1153.12,1007.51,37.08,44.22,42.17,102.49
3567,8/17/2019,Zona Sur,528.43,462.5,67.16,56.38,96.14,138.6
3568,8/17/2019,Caribe,488.04,386.88,0.00,0.00,90.02,87.03
3569,8/17/2019,Huetar Norte,30.23,28.98,0.00,0.00,30.44,23.06
3570,8/18/2019,Central y Norte,684.49,439.63,26.88,34.33,341.97,288.49
3571,8/18/2019,Pacifico,1153.12,1039.58,37.08,44.24,42.17,95.36
3572,8/18/2019,Zona Sur,536.91,478,67.16,56.72,96.14,133.94
3573,8/18/2019,Caribe,488.04,377.75,0.00,0.00,90.02,88.46
3574,8/18/2019,Huetar Norte,30.23,30.22,0.00,0.00,30.44,20.34
3575,8/19/2019,Central y Norte,678.78,499.7,26.88,34.58,341.97,296.92
3576,8/19/2019,Pacifico,1153.12,1104.10,37.08,44.25,42.17,93.6
3577,8/19/2019,Zona Sur,544.45,517.88,67.16,56.5,96.14,144.87
3578,8/19/2019,Caribe,488.04,411.18,0.00,0.00,90.02,85.62
3579,8/19/2019,Huetar Norte,30.23,29.92,0.00,0.00,30.44,20.62
3580,8/20/2019,Central y Norte,675.83,554.04,26.88,34.41,341.97,348.41
3581,8/20/2019,Pacifico,1162.24,1118.44,37.08,44.29,42.17,109.17
3582,8/20/2019,Zona Sur,551.53,524.46,67.16,56.47,96.14,143.99
3583,8/20/2019,Caribe,491.62,404.51,0.00,0.00,90.02,95.71
3584,8/20/2019,Huetar Norte,30.23,31.34,0.00,0.00,30.44,20.23
3585,8/21/2019,Central y Norte,675.83,580.7,26.88,34.51,341.97,360.49
3586,8/21/2019,Pacifico,1164.87,1092.07,37.08,44.33,42.17,106.1
3587,8/21/2019,Zona Sur,547.88,511.17,67.16,55.38,96.14,137.94
3588,8/21/2019,Caribe,488.2,408.59,0.00,0.00,90.02,86.93
3589,8/21/2019,Huetar Norte,30.5,31.76,0.00,0.00,30.44,19.37
3590,8/22/2019,Central y Norte,677.96,600.65,26.88,34.8,341.97,356.75
3591,8/22/2019,Pacifico,1173.07,1115.72,37.08,44.24,42.17,100.24
3592,8/22/2019,Zona Sur,547.88,500.73,67.16,55.99,96.14,129.22
3593,8/22/2019,Caribe,488.2,410.05,0.00,0.00,90.02,87.97
3594,8/22/2019,Huetar Norte,30.5,30.53,0.00,0.00,30.44,18.73
3595,8/23/2019,Central y Norte,677.96,650.49,26.88,34.93,341.97,363.08
3596,8/23/2019,Pacifico,1188.18,1151.47,37.08,44.23,42.17,95.7
3597,8/23/2019,Zona Sur,544.11,465.88,67.16,56.23,96.14,122.16
3598,8/23/2019,Caribe,488.2,389.63,0.00,0.00,90.02,92.03
3599,8/23/2019,Huetar Norte,30.5,26.22,0.00,0.00,30.44,19.78
3600,8/24/2019,Central y Norte,675.31,637.26,26.88,34.78,341.97,356.36
3601,8/24/2019,Pacifico,1188.18,1083.39,37.08,44.33,42.17,92.34
3602,8/24/2019,Zona Sur,544.11,439.86,67.16,56.42,96.14,115.26
3603,8/24/2019,Caribe,496.46,387.42,0.00,0.00,90.02,100.73
3604,8/24/2019,Huetar Norte,30.5,27.17,0.00,0.00,30.44,21.15
3605,8/25/2019,Central y Norte,675.31,628.69,26.88,34.7,341.97,298.57
3606,8/25/2019,Pacifico,1182.35,1040.63,37.08,44.46,42.17,89.54
3607,8/25/2019,Zona Sur,554.68,453.49,67.16,56.26,96.14,73.91
3608,8/25/2019,Caribe,496.46,398.47,0.00,0.00,90.02,102.63
3609,8/25/2019,Huetar Norte,30.5,28.92,0.00,0.00,30.44,18.14
3610,8/26/2019,Central y Norte,675.31,638.15,26.88,34.64,341.97,359.4
3611,8/26/2019,Pacifico,1194.27,1085.65,37.08,44.44,42.17,94.03
3612,8/26/2019,Zona Sur,565.41,484.29,67.16,55.74,96.14,88.51
3613,8/26/2019,Caribe,496.46,415.87,0.00,0.00,90.02,99.6
3614,8/26/2019,Huetar Norte,30.5,30.02,0.00,0.00,30.44,18.72
3615,8/27/2019,Central y Norte,677.96,694.63,26.88,34.55,341.97,367.38
3616,8/27/2019,Pacifico,1195.67,1093.26,37.08,44.16,42.17,100.41
3617,8/27/2019,Zona Sur,565.41,528.02,67.16,56.21,96.14,106.82
3618,8/27/2019,Caribe,492.31,426.29,0.00,0.00,90.02,104.53
3619,8/27/2019,Huetar Norte,30.5,32.14,0.00,0.00,30.44,17.59
3620,8/28/2019,Central y Norte,677.96,743.75,26.88,34.56,341.97,370.53
3621,8/28/2019,Pacifico,1195.67,1136.90,37.08,44.31,42.17,114.75
3622,8/28/2019,Zona Sur,568.41,555.73,67.16,56.34,96.14,111.57
3623,8/28/2019,Caribe,496.98,427.13,0.00,0.00,90.02,100.68
3624,8/28/2019,Huetar Norte,30.5,29.47,0.00,0.00,30.44,18.15
3625,8/29/2019,Central y Norte,677.96,751.45,26.88,34.55,341.97,369.87
3626,8/29/2019,Pacifico,1180.56,1163.62,37.08,44.37,42.17,111.56
3627,8/29/2019,Zona Sur,572.08,570.22,67.16,55.69,96.14,102.64
3628,8/29/2019,Caribe,496.98,430.44,0.00,0.00,90.02,104.85
3629,8/29/2019,Huetar Norte,34.83,33.08,0.00,0.00,30.44,17.51
3630,8/30/2019,Central y Norte,677.96,740.35,26.88,34.57,341.97,363.77
3631,8/30/2019,Pacifico,1174.25,1148.12,37.08,44.34,42.17,95.92
3632,8/30/2019,Zona Sur,572.08,565.15,67.16,57.02,96.14,88.64
3633,8/30/2019,Caribe,496.98,445.33,0.00,0.00,90.02,103.99
3634,8/30/2019,Huetar Norte,34.83,32.57,0.00,0.00,30.44,17.17
3635,8/31/2019,Central y Norte,677.96,739.96,26.88,34.48,341.97,357.8
3636,8/31/2019,Pacifico,1194.25,1132.88,37.08,44.35,42.17,99.25
3637,8/31/2019,Zona Sur,589.08,527.59,67.16,57.19,96.14,86.16
3638,8/31/2019,Caribe,496.98,475.44,0.00,0.00,90.02,99.5
3639,8/31/2019,Huetar Norte,34.83,28.34,0.00,0.00,30.44,16.77
3640,9/1/2019,Central y Norte,696.56,670.26,27,34.59,257.05,358.8
3641,9/1/2019,Pacifico,1222.95,1036.08,37.14,44.44,45.76,97.77
3642,9/1/2019,Zona Sur,579.38,485.33,46.83,57.11,100.04,83.1
3643,9/1/2019,Caribe,510.82,453.61,0.00,0.00,86.01,100.03
3644,9/1/2019,Huetar Norte,34.45,24.82,0.00,0.00,33.99,15.15
3645,9/2/2019,Central y Norte,696.56,656.03,27,34.49,257.05,354.5
3646,9/2/2019,Pacifico,1222.95,1061.50,37.14,44.47,45.76,102.94
3647,9/2/2019,Zona Sur,579.38,465.71,46.83,57.07,100.04,87.67
3648,9/2/2019,Caribe,510.82,464.04,0.00,0.00,86.01,95.01
3649,9/2/2019,Huetar Norte,34.45,22.47,0.00,0.00,33.99,15.78
3650,9/3/2019,Central y Norte,693.92,673.06,27,34.43,257.05,362.66
3651,9/3/2019,Pacifico,1222.95,1072.51,37.14,44.35,45.76,102.27
3652,9/3/2019,Zona Sur,579.38,473.66,46.83,56.98,100.04,98.91
3653,9/3/2019,Caribe,500.22,477.75,0.00,0.00,86.01,92.62
3654,9/3/2019,Huetar Norte,34.45,29.79,0.00,0.00,33.99,14.24
3655,9/4/2019,Central y Norte,693.92,653.32,27,34.5,257.05,362.28
3656,9/4/2019,Pacifico,1222.95,1077.45,37.14,44.33,45.76,104.3
3657,9/4/2019,Zona Sur,579.38,460.83,46.83,56.91,100.04,110.73
3658,9/4/2019,Caribe,500.22,484.3,0.00,0.00,86.01,92.66
3659,9/4/2019,Huetar Norte,34.45,26.21,0.00,0.00,33.99,17.48
3660,9/5/2019,Central y Norte,693.92,641.19,27,34.2,257.05,361.51
3661,9/5/2019,Pacifico,1234.83,1050.90,37.14,42.41,45.76,98.4
3662,9/5/2019,Zona Sur,579.38,453.2,46.83,56.82,100.04,126.41
3663,9/5/2019,Caribe,500.22,483.51,0.00,0.00,86.01,95.16
3664,9/5/2019,Huetar Norte,35.03,29.05,0.00,0.00,33.99,17.55
3665,9/6/2019,Central y Norte,706.96,635.47,27,34.26,257.05,372.66
3666,9/6/2019,Pacifico,1234.83,1050.72,37.14,42.51,45.76,110.59
3667,9/6/2019,Zona Sur,579.38,440.07,46.83,56.52,100.04,150.77
3668,9/6/2019,Caribe,500.22,484.18,0.00,0.00,86.01,89.14
3669,9/6/2019,Huetar Norte,35.03,27.56,0.00,0.00,33.99,19.17
3670,9/7/2019,Central y Norte,706.96,640.36,27,34.61,257.05,373.75
3671,9/7/2019,Pacifico,1227.21,1049.24,37.14,43.84,45.76,119.29
3672,9/7/2019,Zona Sur,583.38,417.92,46.83,56.97,100.04,159.16
3673,9/7/2019,Caribe,500.22,467.25,0.00,0.00,86.01,90.46
3674,9/7/2019,Huetar Norte,35.03,27.98,0.00,0.00,33.99,21.78
3675,9/8/2019,Central y Norte,706.96,615.75,27,34.64,257.05,369.13
3676,9/8/2019,Pacifico,1227.21,997.93,37.14,44.1,45.76,117.19
3677,9/8/2019,Zona Sur,583.38,407.23,46.83,58.89,100.04,148.63
3678,9/8/2019,Caribe,500.22,435.81,0.00,0.00,86.01,95.1
3679,9/8/2019,Huetar Norte,35.51,28.44,0.00,0.00,33.99,18.83
3680,9/9/2019,Central y Norte,710.14,664.57,27,34.49,257.05,362.96
3681,9/9/2019,Pacifico,1230.76,1039.11,37.14,44.14,45.76,112.1
3682,9/9/2019,Zona Sur,583.38,429.72,46.83,61.64,100.04,171.99
3683,9/9/2019,Caribe,500.87,452.97,0.00,0.00,86.01,101.54
3684,9/9/2019,Huetar Norte,35.51,29.52,0.00,0.00,33.99,18.3
3685,9/10/2019,Central y Norte,710.14,713.87,27,34.41,257.05,366.14
3686,9/10/2019,Pacifico,1231.81,1061.40,37.14,44.27,45.76,107.01
3687,9/10/2019,Zona Sur,583.38,468.27,46.83,61.53,100.04,174.72
3688,9/10/2019,Caribe,500.87,466.78,0.00,0.00,86.01,103.28
3689,9/10/2019,Huetar Norte,35.51,28.85,0.00,0.00,33.99,22.61
3690,9/11/2019,Central y Norte,709.58,717.84,27,34.36,257.05,355.04
3691,9/11/2019,Pacifico,1231.21,1061.43,37.14,44.34,45.76,104.5
3692,9/11/2019,Zona Sur,583.38,497.43,46.83,61.47,100.04,166.3
3693,9/11/2019,Caribe,500.87,465.61,0.00,0.00,86.01,105.58
3694,9/11/2019,Huetar Norte,35.51,28.8,0.00,0.00,33.99,21.89
3695,9/12/2019,Central y Norte,709.58,728.94,27,34.55,257.05,352.61
3696,9/12/2019,Pacifico,1231.21,999.72,37.14,44.23,45.76,99.2
3697,9/12/2019,Zona Sur,588.27,485.8,46.83,61.49,100.04,165.48
3698,9/12/2019,Caribe,500.87,437.6,0.00,0.00,86.01,102.69
3699,9/12/2019,Huetar Norte,35.51,23.9,0.00,0.00,33.99,26.15
3700,9/13/2019,Central y Norte,712.8,708.41,27,34.51,257.05,342.76
3701,9/13/2019,Pacifico,1231.21,994.25,37.14,43.56,45.76,104.71
3702,9/13/2019,Zona Sur,588.27,488.74,46.83,62.31,100.04,166.59
3703,9/13/2019,Caribe,500.87,418.06,0.00,0.00,86.01,103.72
3704,9/13/2019,Huetar Norte,35.51,24.8,0.00,0.00,33.99,22.81
3705,9/14/2019,Central y Norte,712.8,713.19,27,34.7,257.05,331.54
3706,9/14/2019,Pacifico,1243.09,1003.35,37.14,42.38,45.76,102.76
3707,9/14/2019,Zona Sur,588.27,486.2,46.83,61.4,100.04,165.91
3708,9/14/2019,Caribe,500.87,441.02,0.00,0.00,86.01,101.91
3709,9/14/2019,Huetar Norte,35.51,31.08,0.00,0.00,33.99,22.79
3710,9/15/2019,Central y Norte,712.8,677.75,27,34.77,257.05,323.43
3711,9/15/2019,Pacifico,1241.50,969.46,37.14,41.28,45.76,111.89
3712,9/15/2019,Zona Sur,588.27,478.16,46.83,60.7,100.04,159.36
3713,9/15/2019,Caribe,495.87,427.4,0.00,0.00,86.01,104.93
3714,9/15/2019,Huetar Norte,34.94,36.16,0.00,0.00,33.99,22.51
3715,9/16/2019,Central y Norte,703,668.07,27,33.57,257.05,327.29
3716,9/16/2019,Pacifico,1267.42,1005.03,37.14,41,45.76,123.87
3717,9/16/2019,Zona Sur,592,496.4,46.83,61.7,100.04,165.82
3718,9/16/2019,Caribe,495.87,449.87,0.00,0.00,86.01,100.77
3719,9/16/2019,Huetar Norte,34.94,36.73,0.00,0.00,33.99,27.52
3720,9/17/2019,Central y Norte,703,665.46,27,33.6,257.05,322.85
3721,9/17/2019,Pacifico,1267.42,1073.40,37.14,32.25,45.76,114.8
3722,9/17/2019,Zona Sur,592,500.24,46.83,62.47,100.04,147.87
3723,9/17/2019,Caribe,495.87,450.47,0.00,0.00,86.01,91.09
3724,9/17/2019,Huetar Norte,34.94,36.57,0.00,0.00,33.99,26.91
3725,9/18/2019,Central y Norte,703,694.28,27,33.71,257.05,305.45
3726,9/18/2019,Pacifico,1267.42,1086.83,37.14,14.32,45.76,115.6
3727,9/18/2019,Zona Sur,592,459.78,46.83,61.53,100.04,152.58
3728,9/18/2019,Caribe,495.87,443.45,0.00,0.00,86.01,82.66
3729,9/18/2019,Huetar Norte,34.94,38.97,0.00,0.00,33.99,26.01
3730,9/19/2019,Central y Norte,703,671.52,27,33.83,257.05,296.65
3731,9/19/2019,Pacifico,1269.92,1066.08,37.14,27.3,45.76,123.45
3732,9/19/2019,Zona Sur,592,484.07,46.83,61.45,100.04,151.28
3733,9/19/2019,Caribe,495.87,454.44,0.00,0.00,86.01,96.58
3734,9/19/2019,Huetar Norte,34.94,40.09,0.00,0.00,33.99,22.61
3735,9/20/2019,Central y Norte,703,676.92,27,34.89,257.05,290.7
3736,9/20/2019,Pacifico,1287.65,1097.65,37.14,29.26,45.76,114.52
3737,9/20/2019,Zona Sur,587.84,495.43,46.83,62.4,100.04,152.57
3738,9/20/2019,Caribe,495.87,464.31,0.00,0.00,86.01,98.55
3739,9/20/2019,Huetar Norte,34.94,39.72,0.00,0.00,33.99,18.93
3740,9/21/2019,Central y Norte,704.9,671.51,27,34.91,257.05,287.89
3741,9/21/2019,Pacifico,1290.95,1096.93,37.14,38.59,45.76,111.26
3742,9/21/2019,Zona Sur,603.84,511.45,46.83,62.08,100.04,151.89
3743,9/21/2019,Caribe,504.67,469.18,0.00,0.00,86.01,90.79
3744,9/21/2019,Huetar Norte,34.94,39.49,0.00,0.00,33.99,20.27
3745,9/22/2019,Central y Norte,704.9,598.13,27,35.1,257.05,268.6
3746,9/22/2019,Pacifico,1299.62,1008.97,37.14,40.06,45.76,117.01
3747,9/22/2019,Zona Sur,607.95,495.47,46.83,62.17,100.04,151.48
3748,9/22/2019,Caribe,509.67,448.99,0.00,0.00,86.01,89.36
3749,9/22/2019,Huetar Norte,34.94,37.87,0.00,0.00,33.99,19.93
3750,9/23/2019,Central y Norte,704.9,613.6,27,35.01,257.05,251.66
3751,9/23/2019,Pacifico,1299.62,1082.19,37.14,41.31,45.76,117.55
3752,9/23/2019,Zona Sur,607.95,545.73,46.83,62.16,100.04,153.02
3753,9/23/2019,Caribe,509.67,465.57,0.00,0.00,86.01,89.22
3754,9/23/2019,Huetar Norte,34.94,33.49,0.00,0.00,33.99,23.53
3755,9/24/2019,Central y Norte,704.9,627.61,27,34.94,257.05,249.15
3756,9/24/2019,Pacifico,1299.62,1093.56,37.14,43.1,45.76,121.43
3757,9/24/2019,Zona Sur,613.09,541.64,46.83,61,100.04,144.62
3758,9/24/2019,Caribe,509.67,431.02,0.00,0.00,86.01,92.88
3759,9/24/2019,Huetar Norte,34.94,32.67,0.00,0.00,33.99,26.69
3760,9/25/2019,Central y Norte,701.82,619.45,27,34.75,257.05,266.73
3761,9/25/2019,Pacifico,1299.62,1058.62,37.14,43.41,45.76,127.57
3762,9/25/2019,Zona Sur,613.09,504.92,46.83,61.13,100.04,149.71
3763,9/25/2019,Caribe,509.67,403.27,0.00,0.00,86.01,69.53
3764,9/25/2019,Huetar Norte,34.94,31.73,0.00,0.00,33.99,28.6
3765,9/26/2019,Central y Norte,701.82,559.6,27,34.8,257.05,271.9
3766,9/26/2019,Pacifico,1305.42,1059.87,37.14,42.31,45.76,111.25
3767,9/26/2019,Zona Sur,613.09,479.47,46.83,61.24,100.04,142.43
3768,9/26/2019,Caribe,513.67,391.97,0.00,0.00,86.01,73.8
3769,9/26/2019,Huetar Norte,34.94,32.05,0.00,0.00,33.99,27.21
3770,9/27/2019,Central y Norte,701.82,500.75,27,34.71,257.05,283.06
3771,9/27/2019,Pacifico,1305.42,1060.02,37.14,41.86,45.76,110.52
3772,9/27/2019,Zona Sur,618.34,451.77,46.83,61.24,100.04,149.97
3773,9/27/2019,Caribe,513.67,388.32,0.00,0.00,86.01,84.17
3774,9/27/2019,Huetar Norte,34.94,33.13,0.00,0.00,33.99,25.83
3775,9/28/2019,Central y Norte,701.82,449.11,27,29.45,257.05,274.59
3776,9/28/2019,Pacifico,1305.42,1023.17,37.14,43.61,45.76,100.39
3777,9/28/2019,Zona Sur,618.34,441.12,46.83,61.14,100.04,162.27
3778,9/28/2019,Caribe,524.27,371.31,0.00,0.00,86.01,82.22
3779,9/28/2019,Huetar Norte,34.94,34.76,0.00,0.00,33.99,23.2
3780,9/29/2019,Central y Norte,701.82,402.14,27,29.65,257.05,268.23
3781,9/29/2019,Pacifico,1305.42,928,37.14,44.12,45.76,101.47
3782,9/29/2019,Zona Sur,618.34,417.23,46.83,61.05,100.04,147.96
3783,9/29/2019,Caribe,526.57,329.95,0.00,0.00,86.01,77.81
3784,9/29/2019,Huetar Norte,34.94,34.3,0.00,0.00,33.99,24.01
3785,9/30/2019,Central y Norte,701.82,428.04,27,29.5,257.05,274.19
3786,9/30/2019,Pacifico,1313.42,988.81,37.14,44.15,45.76,92.78
3787,9/30/2019,Zona Sur,618.34,455.57,46.83,61.05,100.04,163.95
3788,9/30/2019,Caribe,526.57,328.27,0.00,0.00,86.01,88.67
3789,9/30/2019,Huetar Norte,34.94,34.48,0.00,0.00,33.99,22.81
3790,10/1/2019,Central y Norte,702.29,485.81,30.72,29.54,157.27,256.33
3791,10/1/2019,Pacifico,1332.38,1011.09,34.02,43.3,34.47,107.53
3792,10/1/2019,Zona Sur,597.09,466.95,46.77,60.86,84.88,158.79
3793,10/1/2019,Caribe,530.46,345.83,0.00,0.00,64.81,90.19
3794,10/1/2019,Huetar Norte,34.89,34.44,0.00,0.00,26.91,23.58
3795,10/2/2019,Central y Norte,705.36,480.29,30.72,30.19,157.27,235.71
3796,10/2/2019,Pacifico,1332.38,992.33,34.02,43.77,34.47,102.53
3797,10/2/2019,Zona Sur,597.09,463.49,46.77,59.97,84.88,155.14
3798,10/2/2019,Caribe,530.46,371.1,0.00,0.00,64.81,88.38
3799,10/2/2019,Huetar Norte,34.89,34.12,0.00,0.00,26.91,26.67
3800,10/3/2019,Central y Norte,705.36,530.65,30.72,34.18,157.27,216.02
3801,10/3/2019,Pacifico,1332.38,1067.69,34.02,44.04,34.47,105.36
3802,10/3/2019,Zona Sur,597.09,493.35,46.77,56.18,84.88,152.65
3803,10/3/2019,Caribe,530.46,402.84,0.00,0.00,64.81,95.33
3804,10/3/2019,Huetar Norte,34.89,35.6,0.00,0.00,26.91,23.99
3805,10/4/2019,Central y Norte,705.36,533.05,30.72,34.8,157.27,214.56
3806,10/4/2019,Pacifico,1332.38,1079.78,34.02,44.16,34.47,97.66
3807,10/4/2019,Zona Sur,600.88,514.45,46.77,56.43,84.88,110.43
3808,10/4/2019,Caribe,530.46,433.06,0.00,0.00,64.81,105.92
3809,10/4/2019,Huetar Norte,34.89,40.64,0.00,0.00,26.91,23.48
3810,10/5/2019,Central y Norte,705.36,555.91,30.72,35.04,157.27,209.96
3811,10/5/2019,Pacifico,1332.38,1092.20,34.02,44.12,34.47,98.86
3812,10/5/2019,Zona Sur,597.38,519.98,46.77,56.08,84.88,96.11
3813,10/5/2019,Caribe,530.46,455.42,0.00,0.00,64.81,91.02
3814,10/5/2019,Huetar Norte,34.89,40.46,0.00,0.00,26.91,23.05
3815,10/6/2019,Central y Norte,702.58,570.34,30.72,34.97,157.27,206.44
3816,10/6/2019,Pacifico,1343.26,1045.30,34.02,44.06,34.47,95.49
3817,10/6/2019,Zona Sur,597.38,476.13,46.77,60.15,84.88,91.32
3818,10/6/2019,Caribe,530.46,430.3,0.00,0.00,64.81,82.88
3819,10/6/2019,Huetar Norte,34.89,38.96,0.00,0.00,26.91,23.09
3820,10/7/2019,Central y Norte,702.58,576.76,30.72,35.03,157.27,204.22
3821,10/7/2019,Pacifico,1343.26,1076.27,34.02,44.07,34.47,99.83
3822,10/7/2019,Zona Sur,597.38,458.2,46.77,61.6,84.88,97.37
3823,10/7/2019,Caribe,530.46,416.73,0.00,0.00,64.81,79.35
3824,10/7/2019,Huetar Norte,34.89,36.63,0.00,0.00,26.91,17.84
3825,10/8/2019,Central y Norte,702.58,545.57,30.72,35.11,157.27,207.69
3826,10/8/2019,Pacifico,1343.26,982.72,34.02,44.06,34.47,97.57
3827,10/8/2019,Zona Sur,597.38,430.65,46.77,61.55,84.88,128.77
3828,10/8/2019,Caribe,530.46,384.79,0.00,0.00,64.81,78
3829,10/8/2019,Huetar Norte,34.89,32.73,0.00,0.00,26.91,17.43
3830,10/9/2019,Central y Norte,702.58,579.08,30.72,35.12,157.27,198.7
3831,10/9/2019,Pacifico,1343.26,1056.87,34.02,43.99,34.47,100.69
3832,10/9/2019,Zona Sur,597.38,456.24,46.77,61.15,84.88,144.59
3833,10/9/2019,Caribe,528.19,388.32,0.00,0.00,64.81,87.17
3834,10/9/2019,Huetar Norte,34.89,32.22,0.00,0.00,26.91,16.78
3835,10/10/2019,Central y Norte,702.58,611.73,30.72,35.19,157.27,199.06
3836,10/10/2019,Pacifico,1343.26,1108.71,34.02,43.98,34.47,99.67
3837,10/10/2019,Zona Sur,597.38,486.29,46.77,61.1,84.88,155.45
3838,10/10/2019,Caribe,528.19,414.17,0.00,0.00,64.81,89.64
3839,10/10/2019,Huetar Norte,34.89,35.06,0.00,0.00,26.91,16.21
3840,10/11/2019,Central y Norte,711.55,611.54,30.72,35.25,157.27,185.76
3841,10/11/2019,Pacifico,1343.26,1148.18,34.02,44.14,34.47,88.07
3842,10/11/2019,Zona Sur,605.33,490.32,46.77,61.02,84.88,165.76
3843,10/11/2019,Caribe,528.19,422.06,0.00,0.00,64.81,89.45
3844,10/11/2019,Huetar Norte,34.89,35.6,0.00,0.00,26.91,15.4
3845,10/12/2019,Central y Norte,711.55,609.08,30.72,35.19,157.27,185.76
3846,10/12/2019,Pacifico,1343.26,1163.14,34.02,44.12,34.47,73.23
3847,10/12/2019,Zona Sur,605.33,493.22,46.77,60.82,84.88,153.82
3848,10/12/2019,Caribe,528.19,437.83,0.00,0.00,64.81,87.63
3849,10/12/2019,Huetar Norte,34.89,34.77,0.00,0.00,26.91,15.01
3850,10/13/2019,Central y Norte,711.55,581.67,30.72,35.12,157.27,178.42
3851,10/13/2019,Pacifico,1343.26,1128.25,34.02,44.06,34.47,73.55
3852,10/13/2019,Zona Sur,605.33,478.63,46.77,61.75,84.88,134.2
3853,10/13/2019,Caribe,528.19,433.47,0.00,0.00,64.81,80.06
3854,10/13/2019,Huetar Norte,34.89,34.28,0.00,0.00,26.91,13.54
3855,10/14/2019,Central y Norte,714.33,623.67,30.72,35.17,157.27,172.16
3856,10/14/2019,Pacifico,1343.26,1175.17,34.02,44.06,34.47,89.24
3857,10/14/2019,Zona Sur,605.33,487.01,46.77,58.48,84.88,149.53
3858,10/14/2019,Caribe,528.19,451.03,0.00,0.00,64.81,79.85
3859,10/14/2019,Huetar Norte,34.89,35,0.00,0.00,26.91,13.39
3860,10/15/2019,Central y Norte,711.29,628.74,30.72,35.16,157.27,170.86
3861,10/15/2019,Pacifico,1341.76,1196.52,34.02,44.03,34.47,81.92
3862,10/15/2019,Zona Sur,605.37,509.5,46.77,38.67,84.88,151.38
3863,10/15/2019,Caribe,528.19,464.97,0.00,0.00,64.81,78.8
3864,10/15/2019,Huetar Norte,34.89,32.16,0.00,0.00,26.91,12.8
3865,10/16/2019,Central y Norte,711.29,626.83,30.72,35.12,157.27,166.43
3866,10/16/2019,Pacifico,1341.76,1215.99,34.02,44.06,34.47,73.11
3867,10/16/2019,Zona Sur,612.5,526.97,46.77,38.85,84.88,145.68
3868,10/16/2019,Caribe,528.19,466.91,0.00,0.00,64.81,74.07
3869,10/16/2019,Huetar Norte,34.89,31.53,0.00,0.00,26.91,11.99
3870,10/17/2019,Central y Norte,711.29,628.69,30.72,35.17,157.27,164.31
3871,10/17/2019,Pacifico,1341.76,1236.71,34.02,44.1,34.47,83.78
3872,10/17/2019,Zona Sur,612.5,496.24,46.77,53.89,84.88,148.9
3873,10/17/2019,Caribe,528.19,454.64,0.00,0.00,64.81,75.77
3874,10/17/2019,Huetar Norte,34.89,31.25,0.00,0.00,26.91,12.1
3875,10/18/2019,Central y Norte,711.29,583.54,30.72,35.14,157.27,162.9
3876,10/18/2019,Pacifico,1341.76,1238.35,34.02,44.05,34.47,74.22
3877,10/18/2019,Zona Sur,612.5,484.38,46.77,61.13,84.88,126.43
3878,10/18/2019,Caribe,528.19,462.95,0.00,0.00,64.81,74.54
3879,10/18/2019,Huetar Norte,34.89,30.59,0.00,0.00,26.91,11.81
3880,10/19/2019,Central y Norte,713.94,570.67,30.72,35.17,157.27,161.63
3881,10/19/2019,Pacifico,1341.76,1203.20,34.02,44.13,34.47,67.49
