,indice,fecha,Region,Generacion Termica actual (MU),Generacion Termica Estimada (MU),Generacion Eolica Actual (MU),Generacion Eolica Estimada (MU),Hidro Generacion Actual (MU),Hidro Generacion Estimada (MU),HDBSCAN_clusters
4165,4165,12/15/2019,Central y Norte,626.8,451.08,30.72,35.19,104.8,121.14,3
4166,4166,12/15/2019,Pacifico,1283.14,1149.71,23.02,30.78,33.35,36.09,2
4167,4167,12/15/2019,Zona Sur,624.03,471.65,67.16,48.93,59.11,64.95,3
4168,4168,12/15/2019,Caribe,487.61,463.7,0.0,0.0,25.63,24.33,0
4169,4169,12/15/2019,Huetar Norte,35.44,27.69,0.0,0.0,14.6,7.42,1
4170,4170,12/16/2019,Central y Norte,646.42,473.89,30.72,35.31,104.8,122.52,3
4171,4171,12/16/2019,Pacifico,1282.46,1168.15,34.02,30.78,33.35,44.06,2
4172,4172,12/16/2019,Zona Sur,630.85,474.17,67.16,45.41,59.11,80.61,3
4173,4173,12/16/2019,Caribe,487.61,477.76,0.0,0.0,25.63,27.61,0
4174,4174,12/16/2019,Huetar Norte,35.44,28.17,0.0,0.0,14.6,7.34,1
4175,4175,12/17/2019,Central y Norte,646.42,497.25,30.72,35.44,104.8,117.26,3
4176,4176,12/17/2019,Pacifico,1282.46,1196.45,34.02,30.75,33.35,37.64,2
4177,4177,12/17/2019,Zona Sur,630.85,480.87,67.16,45.42,59.11,77.71,3
4178,4178,12/17/2019,Caribe,487.61,480.24,0.0,0.0,25.63,29.74,0
4179,4179,12/17/2019,Huetar Norte,35.44,29.37,0.0,0.0,14.6,7.13,1
4180,4180,12/18/2019,Central y Norte,650.57,521.85,30.72,35.59,104.8,118.37,3
4181,4181,12/18/2019,Pacifico,1282.46,1227.56,34.02,30.79,33.35,45.61,2
4182,4182,12/18/2019,Zona Sur,630.85,509.82,67.16,46.3,59.11,81.16,3
4183,4183,12/18/2019,Caribe,487.61,486.96,0.0,0.0,25.63,33.44,0
4184,4184,12/18/2019,Huetar Norte,35.44,33.7,0.0,0.0,14.6,7.43,1
4185,4185,12/19/2019,Central y Norte,673.5,538.82,30.72,35.57,104.8,115.51,3
4186,4186,12/19/2019,Pacifico,1283.14,1270.86,34.02,30.68,33.35,46.96,2
4187,4187,12/19/2019,Zona Sur,630.85,519.6,67.16,46.54,59.11,73.71,3
4188,4188,12/19/2019,Caribe,487.61,490.95,0.0,0.0,25.63,32.3,0
4189,4189,12/19/2019,Huetar Norte,35.44,35.27,0.0,0.0,14.6,7.5,1
4190,4190,12/20/2019,Central y Norte,675.92,555.64,30.72,35.74,104.8,114.98,3
4191,4191,12/20/2019,Pacifico,1266.45,1313.94,34.02,30.0,33.35,48.0,2
4192,4192,12/20/2019,Zona Sur,630.85,546.03,67.16,46.42,59.11,87.21,3
4193,4193,12/20/2019,Caribe,487.65,497.85,0.0,0.0,25.63,35.11,0
4194,4194,12/20/2019,Huetar Norte,35.44,37.92,0.0,0.0,14.6,7.29,1
4195,4195,12/21/2019,Central y Norte,676.3,534.94,30.72,35.4,104.8,121.51,3
4196,4196,12/21/2019,Pacifico,1280.89,1288.91,34.02,28.73,33.35,44.02,2
4197,4197,12/21/2019,Zona Sur,630.85,520.08,67.16,46.32,59.11,72.62,3
4198,4198,12/21/2019,Caribe,483.8,495.35,0.0,0.0,25.63,30.69,0
4199,4199,12/21/2019,Huetar Norte,35.44,35.17,0.0,0.0,14.6,7.3,1
4200,4200,12/22/2019,Central y Norte,676.3,526.88,30.72,35.57,104.8,114.97,3
4201,4201,12/22/2019,Pacifico,1280.89,1210.92,34.02,29.94,33.35,41.77,2
4202,4202,12/22/2019,Zona Sur,630.85,506.9,67.16,46.39,59.11,66.43,3
4203,4203,12/22/2019,Caribe,483.8,464.07,0.0,0.0,25.63,26.79,0
4204,4204,12/22/2019,Huetar Norte,35.44,35.21,0.0,0.0,14.6,7.13,1
4205,4205,12/23/2019,Central y Norte,676.3,556.7,30.72,35.54,104.8,122.0,3
4206,4206,12/23/2019,Pacifico,1280.89,1264.7,34.02,30.22,33.35,52.95,2
4207,4207,12/23/2019,Zona Sur,630.85,543.02,67.16,46.23,59.11,91.83,3
4208,4208,12/23/2019,Caribe,479.85,466.78,0.0,0.0,25.63,31.61,0
4209,4209,12/23/2019,Huetar Norte,35.44,31.12,0.0,0.0,14.6,7.85,1
4210,4210,12/24/2019,Central y Norte,676.3,576.51,30.72,36.44,104.8,119.63,3
4211,4211,12/24/2019,Pacifico,1280.89,1298.92,34.02,30.32,33.35,51.22,2
4212,4212,12/24/2019,Zona Sur,630.85,553.94,67.16,46.25,59.11,89.58,3
4213,4213,12/24/2019,Caribe,479.85,478.71,0.0,0.0,25.63,26.69,0
4214,4214,12/24/2019,Huetar Norte,35.44,30.99,0.0,0.0,14.6,8.03,1
4215,4215,12/25/2019,Central y Norte,676.3,582.85,30.72,33.53,104.8,119.1,3
4216,4216,12/25/2019,Pacifico,1280.89,1297.97,34.02,30.23,33.35,41.41,2
4217,4217,12/25/2019,Zona Sur,626.85,532.18,67.16,45.46,59.11,80.73,3
4218,4218,12/25/2019,Caribe,479.56,479.94,0.0,0.0,25.63,26.69,0
4219,4219,12/25/2019,Huetar Norte,35.44,36.81,0.0,0.0,14.6,7.55,1
4220,4220,12/26/2019,Central y Norte,685.97,591.9,30.72,36.57,104.8,116.5,3
4221,4221,12/26/2019,Pacifico,1280.89,1293.5,34.02,30.04,33.35,37.34,2
4222,4222,12/26/2019,Zona Sur,635.02,584.08,67.16,45.44,59.11,82.27,3
4223,4223,12/26/2019,Caribe,485.39,484.45,0.0,0.0,25.63,24.7,0
4224,4224,12/26/2019,Huetar Norte,35.44,37.35,0.0,0.0,14.6,7.64,1
4225,4225,12/27/2019,Central y Norte,685.97,589.75,30.72,36.69,104.8,115.0,3
4226,4226,12/27/2019,Pacifico,1289.27,1285.53,34.02,30.14,33.35,37.73,2
4227,4227,12/27/2019,Zona Sur,635.02,570.11,67.16,46.93,59.11,83.08,3
4228,4228,12/27/2019,Caribe,490.97,486.3,0.0,0.0,25.63,28.65,0
4229,4229,12/27/2019,Huetar Norte,35.44,37.47,0.0,0.0,14.6,7.15,1
4230,4230,12/28/2019,Central y Norte,685.97,558.54,30.72,36.69,104.8,114.31,3
4231,4231,12/28/2019,Pacifico,1290.1,1289.93,34.02,30.2,33.35,35.79,2
4232,4232,12/28/2019,Zona Sur,635.02,550.02,67.16,46.85,59.11,74.12,3
4233,4233,12/28/2019,Caribe,490.97,482.81,0.0,0.0,25.63,26.58,0
4234,4234,12/28/2019,Huetar Norte,35.44,37.04,0.0,0.0,14.6,7.28,1
4235,4235,12/29/2019,Central y Norte,685.97,545.82,30.72,36.69,104.8,120.21,3
4236,4236,12/29/2019,Pacifico,1290.1,1264.32,34.02,30.21,33.35,42.75,2
4237,4237,12/29/2019,Zona Sur,635.02,521.21,67.16,46.82,59.11,70.22,3
4238,4238,12/29/2019,Caribe,490.97,463.46,0.0,0.0,25.63,24.66,0
4239,4239,12/29/2019,Huetar Norte,35.44,36.53,0.0,0.0,14.6,7.6,1
4240,4240,12/30/2019,Central y Norte,685.97,586.28,30.72,36.68,104.8,122.56,3
4241,4241,12/30/2019,Pacifico,1290.1,1293.35,34.02,30.5,33.35,41.5,2
4242,4242,12/30/2019,Zona Sur,635.02,534.75,67.16,45.39,59.11,86.0,3
4243,4243,12/30/2019,Caribe,490.97,475.78,0.0,0.0,25.63,30.25,0
4244,4244,12/30/2019,Huetar Norte,35.44,38.33,0.0,0.0,14.6,7.38,1
4245,4245,12/31/2019,Central y Norte,703.04,597.52,30.72,36.71,104.8,114.53,3
4246,4246,12/31/2019,Pacifico,1302.1,1315.8,34.02,37.23,33.35,39.99,2
4247,4247,12/31/2019,Zona Sur,635.02,546.81,67.16,45.29,59.11,99.97,3
4248,4248,12/31/2019,Caribe,490.97,483.53,0.0,0.0,25.63,30.88,0
4249,4249,12/31/2019,Huetar Norte,35.44,37.7,0.0,0.0,14.6,7.83,1
4250,4250,1/1/2020,Central y Norte,671.49,578.84,26.24,36.58,95.94,113.29,3
4251,4251,1/1/2020,Pacifico,1296.04,1286.06,42.41,40.58,30.71,34.15,2
4252,4252,1/1/2020,Zona Sur,632.65,518.87,62.6,45.37,63.94,83.22,3
4253,4253,1/1/2020,Caribe,484.74,458.18,0.0,0.0,23.17,27.81,0
4254,4254,1/1/2020,Huetar Norte,34.74,36.06,0.0,0.0,11.06,7.25,1
4255,4255,1/2/2020,Central y Norte,671.53,588.32,26.24,36.46,95.94,104.71,3
4256,4256,1/2/2020,Pacifico,1296.04,1285.24,42.41,40.42,30.71,39.79,2
4257,4257,1/2/2020,Zona Sur,632.65,531.83,62.6,45.27,63.94,102.59,3
4258,4258,1/2/2020,Caribe,484.74,470.49,0.0,0.0,23.17,31.83,0
4259,4259,1/2/2020,Huetar Norte,34.74,37.33,0.0,0.0,11.06,7.4,1
4260,4260,1/3/2020,Central y Norte,671.86,593.91,26.24,36.4,95.94,108.71,3
4261,4261,1/3/2020,Pacifico,1296.04,1294.68,42.41,30.13,30.71,36.83,2
4262,4262,1/3/2020,Zona Sur,632.65,554.58,62.6,45.77,63.94,98.76,3
4263,4263,1/3/2020,Caribe,484.74,465.94,0.0,0.0,23.17,31.74,0
4264,4264,1/3/2020,Huetar Norte,34.74,36.07,0.0,0.0,11.06,7.14,1
4265,4265,1/4/2020,Central y Norte,671.86,605.87,26.24,36.44,95.94,111.99,3
4266,4266,1/4/2020,Pacifico,1288.18,1274.08,42.41,30.07,30.71,42.81,2
4267,4267,1/4/2020,Zona Sur,635.97,558.83,62.6,45.54,63.94,91.1,3
4268,4268,1/4/2020,Caribe,484.74,470.49,0.0,0.0,23.17,28.93,0
4269,4269,1/4/2020,Huetar Norte,34.74,36.74,0.0,0.0,11.06,7.59,1
4270,4270,1/5/2020,Central y Norte,671.86,581.56,26.24,36.49,95.94,109.4,3
4271,4271,1/5/2020,Pacifico,1295.29,1227.84,42.41,30.44,30.71,34.07,2
4272,4272,1/5/2020,Zona Sur,635.97,526.26,62.6,41.1,63.94,78.43,3
4273,4273,1/5/2020,Caribe,510.11,462.66,0.0,0.0,23.17,25.22,0
4274,4274,1/5/2020,Huetar Norte,34.74,34.96,0.0,0.0,11.06,7.6,1
4275,4275,1/6/2020,Central y Norte,671.86,572.72,26.24,36.43,95.94,111.21,3
4276,4276,1/6/2020,Pacifico,1289.73,1262.12,42.41,30.32,30.71,54.55,2
4277,4277,1/6/2020,Zona Sur,635.97,528.71,62.6,41.13,63.94,92.59,3
4278,4278,1/6/2020,Caribe,510.11,476.14,0.0,0.0,23.17,27.55,0
4279,4279,1/6/2020,Huetar Norte,34.74,36.64,0.0,0.0,11.06,7.4,1
4280,4280,1/7/2020,Central y Norte,671.86,590.06,26.24,36.33,95.94,107.05,3
4281,4281,1/7/2020,Pacifico,1289.73,1282.77,42.41,30.48,30.71,60.54,2
4282,4282,1/7/2020,Zona Sur,635.97,555.75,62.6,41.23,63.94,89.74,3
4283,4283,1/7/2020,Caribe,510.11,469.2,0.0,0.0,23.17,29.77,0
4284,4284,1/7/2020,Huetar Norte,34.74,36.22,0.0,0.0,11.06,7.24,1
4285,4285,1/8/2020,Central y Norte,674.4,589.83,26.24,36.14,95.94,104.14,3
4286,4286,1/8/2020,Pacifico,1289.73,1284.52,42.41,28.85,30.71,39.03,2
4287,4287,1/8/2020,Zona Sur,635.97,553.06,62.6,41.15,63.94,79.71,3
4288,4288,1/8/2020,Caribe,510.11,473.81,0.0,0.0,23.17,27.75,0
4289,4289,1/8/2020,Huetar Norte,34.74,34.79,0.0,0.0,11.06,7.19,1
4290,4290,1/9/2020,Central y Norte,674.4,568.94,26.24,36.72,95.94,116.16,3
4291,4291,1/9/2020,Pacifico,1289.73,1251.27,42.41,27.72,30.71,36.16,2
4292,4292,1/9/2020,Zona Sur,639.88,565.06,62.6,41.15,63.94,84.3,3
4293,4293,1/9/2020,Caribe,510.11,463.76,0.0,0.0,23.17,32.44,0
4294,4294,1/9/2020,Huetar Norte,34.74,33.85,0.0,0.0,11.06,7.05,1
4295,4295,1/10/2020,Central y Norte,674.4,573.05,26.24,36.58,95.94,113.18,3
4296,4296,1/10/2020,Pacifico,1288.69,1240.09,42.41,27.68,30.71,33.36,2
4297,4297,1/10/2020,Zona Sur,639.88,578.45,62.6,41.54,63.94,76.66,3
4298,4298,1/10/2020,Caribe,510.11,450.08,0.0,0.0,23.17,27.77,0
4299,4299,1/10/2020,Huetar Norte,34.74,34.07,0.0,0.0,11.06,6.74,1
4300,4300,1/11/2020,Central y Norte,674.4,562.1,26.24,36.77,95.94,105.09,3
4301,4301,1/11/2020,Pacifico,1288.69,1266.91,42.41,27.68,30.71,49.9,2
4302,4302,1/11/2020,Zona Sur,639.88,593.59,62.6,46.74,63.94,72.53,3
4303,4303,1/11/2020,Caribe,510.11,468.26,0.0,0.0,23.17,24.39,0
4304,4304,1/11/2020,Huetar Norte,34.74,35.76,0.0,0.0,11.06,6.71,1
4305,4305,1/12/2020,Central y Norte,674.4,579.71,26.24,36.61,95.94,104.2,3
4306,4306,1/12/2020,Pacifico,1288.98,1249.95,42.41,27.6,30.71,39.2,2
4307,4307,1/12/2020,Zona Sur,639.88,582.5,62.6,39.74,63.94,62.36,3
4308,4308,1/12/2020,Caribe,510.11,474.87,0.0,0.0,23.17,28.7,0
4309,4309,1/12/2020,Huetar Norte,34.74,34.53,0.0,0.0,11.06,6.44,1
4310,4310,1/13/2020,Central y Norte,674.4,583.75,26.24,36.43,95.94,114.67,3
4311,4311,1/13/2020,Pacifico,1288.98,1261.77,42.41,27.59,30.71,52.38,2
4312,4312,1/13/2020,Zona Sur,639.88,604.37,62.6,41.51,63.94,78.41,3
4313,4313,1/13/2020,Caribe,510.11,487.98,0.0,0.0,23.17,32.18,0
4314,4314,1/13/2020,Huetar Norte,34.74,34.88,0.0,0.0,11.06,6.54,1
4315,4315,1/14/2020,Central y Norte,671.55,570.03,26.24,36.61,95.94,129.75,3
4316,4316,1/14/2020,Pacifico,1296.84,1259.29,42.41,27.24,30.71,52.96,2
4317,4317,1/14/2020,Zona Sur,639.88,574.77,62.6,45.46,63.94,72.53,3
4318,4318,1/14/2020,Caribe,510.11,482.37,0.0,0.0,23.17,26.86,0
4319,4319,1/14/2020,Huetar Norte,34.74,34.27,0.0,0.0,11.06,6.21,1
4320,4320,1/15/2020,Central y Norte,669.41,558.91,26.24,35.51,95.94,123.04,3
4321,4321,1/15/2020,Pacifico,1296.75,1226.91,42.41,26.33,30.71,42.01,2
4322,4322,1/15/2020,Zona Sur,639.88,517.33,62.6,47.25,63.94,59.66,3
4323,4323,1/15/2020,Caribe,495.68,473.97,0.0,0.0,23.17,28.22,0
4324,4324,1/15/2020,Huetar Norte,34.74,33.25,0.0,0.0,11.06,6.42,1
4325,4325,1/16/2020,Central y Norte,669.41,540.83,26.24,30.75,95.94,121.37,3
4326,4326,1/16/2020,Pacifico,1307.5,1218.34,42.41,26.03,30.71,39.37,2
4327,4327,1/16/2020,Zona Sur,639.88,501.24,62.6,47.29,63.94,72.73,3
4328,4328,1/16/2020,Caribe,489.52,469.56,0.0,0.0,23.17,25.82,0
4329,4329,1/16/2020,Huetar Norte,34.74,34.1,0.0,0.0,11.06,6.49,1
4330,4330,1/17/2020,Central y Norte,669.41,544.59,26.24,30.86,95.94,123.25,3
4331,4331,1/17/2020,Pacifico,1308.54,1282.32,42.41,24.08,30.71,37.87,2
4332,4332,1/17/2020,Zona Sur,639.88,520.56,62.6,48.21,63.94,86.64,3
4333,4333,1/17/2020,Caribe,489.26,498.41,0.0,0.0,23.17,28.17,0
4334,4334,1/17/2020,Huetar Norte,34.74,34.83,0.0,0.0,11.06,6.44,1
4335,4335,1/18/2020,Central y Norte,669.41,545.62,26.24,30.99,95.94,128.84,3
4336,4336,1/18/2020,Pacifico,1308.54,1273.0,42.41,33.09,30.71,37.76,2
4337,4337,1/18/2020,Zona Sur,639.88,546.36,62.6,48.11,63.94,74.12,3
4338,4338,1/18/2020,Caribe,489.26,510.86,0.0,0.0,23.17,28.55,0
4339,4339,1/18/2020,Huetar Norte,34.74,33.96,0.0,0.0,11.06,6.5,1
4340,4340,1/19/2020,Central y Norte,679.46,520.05,26.24,30.97,95.94,125.61,3
4341,4341,1/19/2020,Pacifico,1308.54,1207.65,42.41,30.89,30.71,40.83,2
4342,4342,1/19/2020,Zona Sur,639.88,528.45,62.6,46.64,63.94,70.19,3
4343,4343,1/19/2020,Caribe,489.26,492.02,0.0,0.0,23.17,21.59,0
4344,4344,1/19/2020,Huetar Norte,34.74,32.85,0.0,0.0,11.06,6.56,1
4345,4345,1/20/2020,Central y Norte,675.41,553.92,26.24,31.0,95.94,126.43,3
4346,4346,1/20/2020,Pacifico,1308.54,1273.55,42.41,22.1,30.71,44.09,2
4347,4347,1/20/2020,Zona Sur,639.88,565.1,62.6,41.51,63.94,83.53,3
4348,4348,1/20/2020,Caribe,489.26,505.42,0.0,0.0,23.17,31.98,0
4349,4349,1/20/2020,Huetar Norte,34.74,35.14,0.0,0.0,11.06,6.25,1
4350,4350,1/21/2020,Central y Norte,676.13,569.42,26.24,30.84,95.94,124.04,3
4351,4351,1/21/2020,Pacifico,1309.45,1303.69,42.41,28.92,30.71,44.68,2
4352,4352,1/21/2020,Zona Sur,638.13,564.73,62.6,41.47,63.94,81.84,3
4353,4353,1/21/2020,Caribe,489.52,502.75,0.0,0.0,23.17,31.18,0
4354,4354,1/21/2020,Huetar Norte,34.74,34.62,0.0,0.0,11.06,5.07,1
4355,4355,1/22/2020,Central y Norte,689.53,548.89,26.24,30.93,95.94,127.22,3
4356,4356,1/22/2020,Pacifico,1311.95,1234.86,42.41,36.1,30.71,35.21,2
4357,4357,1/22/2020,Zona Sur,638.13,565.49,62.6,41.53,63.94,74.21,3
4358,4358,1/22/2020,Caribe,489.52,495.54,0.0,0.0,23.17,29.79,0
4359,4359,1/22/2020,Huetar Norte,34.74,33.12,0.0,0.0,11.06,5.05,1
4360,4360,1/23/2020,Central y Norte,689.53,550.41,26.24,29.91,95.94,123.88,3
4361,4361,1/23/2020,Pacifico,1307.77,1245.98,42.41,36.42,30.71,38.94,2
4362,4362,1/23/2020,Zona Sur,638.13,574.18,62.6,41.42,63.94,82.24,3
4363,4363,1/23/2020,Caribe,489.52,498.62,0.0,0.0,23.17,27.98,0
4364,4364,1/23/2020,Huetar Norte,34.74,31.2,0.0,0.0,11.06,4.9,1
4365,4365,1/24/2020,Central y Norte,689.53,567.32,26.24,28.87,95.94,131.55,3
4366,4366,1/24/2020,Pacifico,1307.77,1303.71,42.41,36.48,30.71,47.5,2
4367,4367,1/24/2020,Zona Sur,638.13,581.6,62.6,41.37,63.94,89.14,3
4368,4368,1/24/2020,Caribe,489.52,509.19,0.0,0.0,23.17,30.62,0
4369,4369,1/24/2020,Huetar Norte,34.74,31.48,0.0,0.0,11.06,5.1,1
4370,4370,1/25/2020,Central y Norte,689.53,576.06,26.24,30.81,95.94,128.14,3
4371,4371,1/25/2020,Pacifico,1304.39,1323.45,42.41,36.61,30.71,47.48,2
4372,4372,1/25/2020,Zona Sur,638.13,594.61,62.6,41.43,63.94,93.23,3
4373,4373,1/25/2020,Caribe,489.52,525.7,0.0,0.0,23.17,30.28,0
4374,4374,1/25/2020,Huetar Norte,34.74,33.16,0.0,0.0,11.06,4.83,1
4375,4375,1/26/2020,Central y Norte,692.36,553.28,26.24,30.72,95.94,120.66,3
4376,4376,1/26/2020,Pacifico,1308.69,1250.91,42.41,36.48,30.71,39.61,2
4377,4377,1/26/2020,Zona Sur,638.13,552.53,62.6,41.59,63.94,75.88,3
4378,4378,1/26/2020,Caribe,489.52,501.94,0.0,0.0,23.17,22.9,0
4379,4379,1/26/2020,Huetar Norte,34.74,30.89,0.0,0.0,11.06,4.66,1
4380,4380,1/27/2020,Central y Norte,692.36,560.71,26.24,29.93,95.94,114.48,3
4381,4381,1/27/2020,Pacifico,1308.69,1287.03,42.41,36.49,30.71,42.18,2
4382,4382,1/27/2020,Zona Sur,638.13,596.47,62.6,43.05,63.94,82.68,3
4383,4383,1/27/2020,Caribe,489.52,510.1,0.0,0.0,23.17,31.64,0
4384,4384,1/27/2020,Huetar Norte,34.74,32.03,0.0,0.0,11.06,4.64,1
4385,4385,1/28/2020,Central y Norte,692.36,563.76,26.24,30.53,95.94,121.19,3
4386,4386,1/28/2020,Pacifico,1308.69,1305.92,42.41,36.68,30.71,38.37,2
4387,4387,1/28/2020,Zona Sur,638.13,617.03,62.6,41.08,63.94,91.24,3
4388,4388,1/28/2020,Caribe,489.52,511.96,0.0,0.0,23.17,31.02,0
4389,4389,1/28/2020,Huetar Norte,34.74,35.28,0.0,0.0,11.06,4.68,1
4390,4390,1/29/2020,Central y Norte,702.03,554.58,26.24,30.68,95.94,127.55,3
4391,4391,1/29/2020,Pacifico,1308.69,1325.76,42.41,36.86,30.71,47.4,2
4392,4392,1/29/2020,Zona Sur,638.13,624.17,62.6,41.5,63.94,86.15,3
4393,4393,1/29/2020,Caribe,489.52,517.56,0.0,0.0,23.17,30.19,0
4394,4394,1/29/2020,Huetar Norte,34.74,35.69,0.0,0.0,11.06,4.16,1
4395,4395,1/30/2020,Central y Norte,699.48,546.33,26.24,30.9,95.94,128.05,3
4396,4396,1/30/2020,Pacifico,1311.69,1333.15,42.41,36.78,30.71,41.29,2
4397,4397,1/30/2020,Zona Sur,638.13,611.88,62.6,42.2,63.94,94.45,3
4398,4398,1/30/2020,Caribe,489.52,519.01,0.0,0.0,23.17,30.46,0
4399,4399,1/30/2020,Huetar Norte,34.74,34.91,0.0,0.0,11.06,4.34,1
4400,4400,1/31/2020,Central y Norte,715.48,562.72,26.24,30.84,95.94,125.15,3
4401,4401,1/31/2020,Pacifico,1311.69,1328.75,42.41,36.73,30.71,44.09,2
4402,4402,1/31/2020,Zona Sur,638.13,627.51,62.6,40.57,63.94,89.76,3
4403,4403,1/31/2020,Caribe,489.52,507.92,0.0,0.0,23.17,30.12,0
4404,4404,1/31/2020,Huetar Norte,34.74,34.79,0.0,0.0,11.06,4.21,1
4405,4405,2/1/2020,Central y Norte,696.52,557.03,21.74,30.79,101.72,122.01,3
4406,4406,2/1/2020,Pacifico,1277.71,1312.2,45.51,36.9,31.96,39.33,2
4407,4407,2/1/2020,Zona Sur,632.93,607.33,62.68,40.21,71.22,77.12,3
4408,4408,2/1/2020,Caribe,486.69,492.27,0.0,0.0,24.51,25.56,0
4409,4409,2/1/2020,Huetar Norte,35.55,35.06,0.0,0.0,9.27,4.31,1
4410,4410,2/2/2020,Central y Norte,696.52,547.91,21.74,30.82,101.72,124.4,3
4411,4411,2/2/2020,Pacifico,1277.71,1255.37,45.51,36.81,31.96,38.58,2
4412,4412,2/2/2020,Zona Sur,632.93,569.14,62.68,41.58,71.22,65.86,3
4413,4413,2/2/2020,Caribe,486.69,472.66,0.0,0.0,24.51,21.52,0
4414,4414,2/2/2020,Huetar Norte,35.55,34.4,0.0,0.0,9.27,4.26,1
4415,4415,2/3/2020,Central y Norte,696.52,573.0,21.74,30.63,101.72,120.38,3
4416,4416,2/3/2020,Pacifico,1288.78,1306.68,45.51,36.69,31.96,59.81,2
4417,4417,2/3/2020,Zona Sur,632.93,609.6,62.68,42.95,71.22,81.05,3
4418,4418,2/3/2020,Caribe,486.69,481.33,0.0,0.0,24.51,28.2,0
4419,4419,2/3/2020,Huetar Norte,35.55,34.44,0.0,0.0,9.27,4.4,1
4420,4420,2/4/2020,Central y Norte,686.27,573.35,21.74,30.63,101.72,121.33,3
4421,4421,2/4/2020,Pacifico,1287.08,1343.36,45.51,36.7,31.96,48.62,2
4422,4422,2/4/2020,Zona Sur,632.93,627.45,62.68,41.37,71.22,77.63,3
4423,4423,2/4/2020,Caribe,493.54,517.76,0.0,0.0,24.51,27.77,0
4424,4424,2/4/2020,Huetar Norte,35.55,37.02,0.0,0.0,9.27,4.21,1
4425,4425,2/5/2020,Central y Norte,684.31,569.76,21.74,30.72,101.72,122.5,3
4426,4426,2/5/2020,Pacifico,1278.79,1358.09,45.51,36.71,31.96,36.36,2
4427,4427,2/5/2020,Zona Sur,632.93,637.62,62.68,41.53,71.22,83.58,3
4428,4428,2/5/2020,Caribe,493.54,503.72,0.0,0.0,24.51,34.88,0
4429,4429,2/5/2020,Huetar Norte,35.55,36.49,0.0,0.0,9.27,4.34,1
4430,4430,2/6/2020,Central y Norte,684.31,581.88,21.74,30.72,101.72,123.0,3
4431,4431,2/6/2020,Pacifico,1278.79,1347.67,45.51,36.81,31.96,42.39,2
4432,4432,2/6/2020,Zona Sur,632.93,623.85,62.68,41.64,71.22,85.89,3
4433,4433,2/6/2020,Caribe,493.54,518.41,0.0,0.0,24.51,33.16,0
4434,4434,2/6/2020,Huetar Norte,35.55,35.45,0.0,0.0,9.27,4.02,1
4435,4435,2/7/2020,Central y Norte,686.92,600.6,21.74,30.75,101.72,119.85,3
4436,4436,2/7/2020,Pacifico,1278.74,1354.86,45.51,36.53,31.96,35.83,2
4437,4437,2/7/2020,Zona Sur,632.93,608.35,62.68,35.05,71.22,87.61,3
4438,4438,2/7/2020,Caribe,493.54,523.25,0.0,0.0,24.51,31.99,0
4439,4439,2/7/2020,Huetar Norte,35.55,35.61,0.0,0.0,9.27,7.41,1
4440,4440,2/8/2020,Central y Norte,686.31,584.24,21.74,30.79,101.72,119.17,3
4441,4441,2/8/2020,Pacifico,1278.74,1322.56,45.51,33.11,31.96,35.07,2
4442,4442,2/8/2020,Zona Sur,632.93,607.62,62.68,34.97,71.22,86.57,3
4443,4443,2/8/2020,Caribe,497.49,507.71,0.0,0.0,24.51,31.53,0
4444,4444,2/8/2020,Huetar Norte,35.55,34.0,0.0,0.0,9.27,6.54,1
4445,4445,2/9/2020,Central y Norte,686.31,564.23,21.74,30.71,101.72,120.53,3
4446,4446,2/9/2020,Pacifico,1278.74,1270.2,45.51,23.76,31.96,34.51,2
4447,4447,2/9/2020,Zona Sur,632.93,572.05,62.68,40.59,71.22,65.51,3
4448,4448,2/9/2020,Caribe,497.49,484.92,0.0,0.0,24.51,27.31,0
4449,4449,2/9/2020,Huetar Norte,35.55,30.91,0.0,0.0,9.27,8.3,1
4450,4450,2/10/2020,Central y Norte,686.31,577.73,21.74,30.72,101.72,117.7,3
4451,4451,2/10/2020,Pacifico,1278.74,1322.9,45.51,29.58,31.96,41.6,2
4452,4452,2/10/2020,Zona Sur,632.93,592.56,62.68,40.58,71.22,63.95,3
4453,4453,2/10/2020,Caribe,497.49,490.74,0.0,0.0,24.51,29.43,0
4454,4454,2/10/2020,Huetar Norte,35.55,29.8,0.0,0.0,9.27,4.98,1
4455,4455,2/11/2020,Central y Norte,686.31,578.89,21.74,30.73,101.72,121.37,3
4456,4456,2/11/2020,Pacifico,1278.74,1347.07,45.51,38.72,31.96,48.74,2
4457,4457,2/11/2020,Zona Sur,632.93,598.18,62.68,41.53,71.22,69.63,3
4458,4458,2/11/2020,Caribe,497.49,502.33,0.0,0.0,24.51,34.53,0
4459,4459,2/11/2020,Huetar Norte,35.55,30.2,0.0,0.0,9.27,3.93,1
4460,4460,2/12/2020,Central y Norte,686.31,576.41,21.74,30.61,101.72,124.54,3
4461,4461,2/12/2020,Pacifico,1278.74,1350.81,45.51,39.16,31.96,51.39,2
4462,4462,2/12/2020,Zona Sur,632.93,615.92,62.68,27.66,71.22,79.83,3
4463,4463,2/12/2020,Caribe,497.49,515.67,0.0,0.0,24.51,28.47,0
4464,4464,2/12/2020,Huetar Norte,35.55,34.49,0.0,0.0,9.27,2.72,1
4465,4465,2/13/2020,Central y Norte,686.31,585.31,21.74,30.52,101.72,122.21,3
